,date,text,followers,polarity,sentiment_confidence,clusters
24,2019-11-24 22:30:59,"b""RT @MelaynaLokosky: If you're reading about the Tesla police report where the company swatted an employee whistleblower, please consider su\xe2\x80\xa6""",4377,0.0,0.0,1
25,2019-11-24 22:30:51,"b""RT @PlainSite: The previously restricted $TSLA Tripp police report has been released. It's stunning. Pages 1-4, below. https://t.co/CWRGxs3\xe2\x80\xa6""",994,0.16666666666666669,0.5833333333333334,0
26,2019-11-24 22:30:27,b'RT @ShortingIsFun: When are you going to sell that special $TSLA steel to the Bridge Industry @ElonMusk? Just like you fixed the water issu\xe2\x80\xa6',1756,0.2285714285714286,0.3857142857142857,0
27,2019-11-24 22:30:19,"b""I'm I the only one who thinks body work on the CyberTruck will be a nightmare? Yeah, didn't dent with hammer but wh\xe2\x80\xa6 https://t.co/36cI1DeRBB""",1925,0.0,1.0,0
28,2019-11-24 22:30:14,b'RT @SuperMugatu: This is the greatest thing to come out of the Tesla $TSLA Cybertruck announcement. @elonmusk please support. \n\nhttps://t.c\xe2\x80\xa6',107,1.0,1.0,0
29,2019-11-24 22:30:07,b'ACTIVE TRADERS Try one of these FREE trading guides:\n\nhttps://t.co/j8cyOxRoYy\n\n$NFLX $TSLA $AAPL $JWN $GS $FB $AMZN $GOOGL $NVDA',495,0.13333333333333336,0.7,0
30,2019-11-24 22:30:00,b'Idea For Elon Musk &amp; Tesla: Put CO2 &amp; Energy Savings On Touchscreen https://t.co/WsRoQFF8dd #TeamElon $TSLA #Tesla',2487,0.0,0.0,1
31,2019-11-24 22:29:47,b'@rmattila74 $TSLA is clearly trying to manipulate the share price against the Wall Street expert consensus by publicizing Cybertruck.',401,0.10000000000000002,0.3833333333333333,0
32,2019-11-24 22:29:36,b'RT @GerberKawasaki: Now people are calling for a cybercar @elonmusk $tsla #tesla',2022,0.0,0.0,1
33,2019-11-24 22:29:32,b'That\xe2\x80\x99s terrific to hear as I\xe2\x80\x99m completely out of characters\n\n#Tesla $tsla $tslaq https://t.co/5r4D5bzC0Q',139,0.05,0.7,0
34,2019-11-24 22:29:25,"b""Just under $10 billion gross if average equates to middle option. Calculate profitability on each unit and there's\xe2\x80\xa6 https://t.co/VC52atA1Hm""",375,-0.05,0.13333333333333333,1
35,2019-11-24 22:28:47,"b'RT @GerberKawasaki: The #TeslaCyberTruck is the total ok boomer moment. I can\xe2\x80\x99t look at trucks the same, they look like a Dodge Dart. Amazi\xe2\x80\xa6'",101,0.16666666666666666,0.4583333333333333,0
36,2019-11-24 22:28:36,b'RT @JCOviedo6: Fun Fact: Pretrial motions in Unsworth vs. Musk begin Monday. The trial is scheduled to start 12/3\n\n$TSLA https://t.co/dBpf7\xe2\x80\xa6',17587,0.3,0.2,4
37,2019-11-24 22:28:30,b'This is the greatest thing to come out of the Tesla $TSLA Cybertruck announcement. @elonmusk please support.\xe2\x80\xa6 https://t.co/Y0LGsBNMJt',27984,1.0,1.0,3
38,2019-11-24 22:28:20,b'RT @moesalih_: Yeah. The #CYBERTRUCK is the ugly one \xf0\x9f\x99\x84 $tsla https://t.co/gnyvzhNIJ8',29,-0.7,1.0,2
39,2019-11-24 22:28:19,"b'RT @BloodsportCap: 146,000 in 48 hours is 3,041 per hour.\n\nSince @elonmusk announced that figure, 24 hours later, the total has increased t\xe2\x80\xa6'",8,0.0,0.375,1
40,2019-11-24 22:27:47,"b""$tsla $tsla from the horse's mouth #tesla #idiotelon https://t.co/p1A271AHkv""",133,0.0,0.0,1
41,2019-11-24 22:27:36,"b'RT @vincent13031925: Tesla CYBRTRK vs Rivian R1T vs Ford F-150: Specs, Price, and Performance Comparison\n\n\xf0\x9f\x8d\x8fvs \xf0\x9f\x8d\x8e vs \xf0\x9f\x8d\x8e\n\nMust read: https://t.\xe2\x80\xa6'",68,0.0,0.0,1
42,2019-11-24 22:27:14,b'RT @JCOviedo6: Fun Fact: Pretrial motions in Unsworth vs. Musk begin Monday. The trial is scheduled to start 12/3\n\n$TSLA https://t.co/dBpf7\xe2\x80\xa6',1357,0.3,0.2,1
43,2019-11-24 22:27:04,b'RT @moesalih_: Yeah. The #CYBERTRUCK is the ugly one \xf0\x9f\x99\x84 $tsla https://t.co/gnyvzhNIJ8',225,-0.7,1.0,2
44,2019-11-24 22:26:56,b'RT @GerberKawasaki: Another 41k ordered in the last 24 hours. 187k. Keep trying to spin this amazing number. Amazing. #tesla #cybertrk $tsl\xe2\x80\xa6',3293,0.4000000000000001,0.6222222222222222,0
45,2019-11-24 22:26:56,b'Fun Fact: Pretrial motions in Unsworth vs. Musk begin Monday. The trial is scheduled to start 12/3\n\n$TSLA https://t.co/dBpf7wprVB',1065,0.3,0.2,1
46,2019-11-24 22:26:45,"b""RT @PlainSite: The previously restricted $TSLA Tripp police report has been released. It's stunning. Pages 1-4, below. https://t.co/CWRGxs3\xe2\x80\xa6""",350,0.16666666666666669,0.5833333333333334,0
47,2019-11-24 22:26:33,"b'RT @hilinetrail: number of times the word ""alloy"" appears in the $tsla q3 2019 10Q: 0. \n\nnumber of times ""Department of Justice"" or ""DOJ"" a\xe2\x80\xa6'",281,0.0,0.0,1
48,2019-11-24 22:26:10,"b'RT @Sandro_power: $AAPL $TSLA a great video to $STUDY are you prepared for long term success, if your serious for success this video does s\xe2\x80\xa6'",11,0.20333333333333334,0.3633333333333333,0
49,2019-11-24 22:25:59,"b'I\xe2\x80\x99m calling it. $TSLA #Cybertruck will outsell Model 3, despite a slower start to reservations. The design is divis\xe2\x80\xa6 https://t.co/o3oF0gQPxz'",199,0.0,0.0,1
50,2019-11-24 22:25:14,"b""RT @CelzFans: It's time to band the good brothers &amp; sisters of #OTC together &amp; have regular BURNING shorts events. $TSLA has shown the way.\xe2\x80\xa6""",729,0.35,0.3384615384615385,0
51,2019-11-24 22:25:12,"b""Flashback to those that forgot Unsworth Vs. Musk is coming up soon during this weekend's CyberTruck Pump-a-thon CYA\xe2\x80\xa6 https://t.co/PzItBooZOW""",1357,0.0,0.0,1
52,2019-11-24 22:24:54,b'RT @Paul91701736: We\xe2\x80\x99ve known this for a long time. It was just a matter of when hard confirmation would appear. We\xe2\x80\x98re there. $tslaQ $TSLA\xe2\x80\xa6',17587,-0.17083333333333334,0.4708333333333333,4
53,2019-11-24 22:24:41,"b'RT @hilinetrail: number of times the word ""alloy"" appears in the $tsla q3 2019 10Q: 0. \n\nnumber of times ""Department of Justice"" or ""DOJ"" a\xe2\x80\xa6'",17587,0.0,0.0,4
54,2019-11-24 22:24:27,b'RT @JacksonStewal: $TSLAQ $TSLA\n\nEverything old is new again..\n\nCredit @Jalopnik https://t.co/MjpJesU3BK',489,0.11818181818181818,0.3272727272727273,1
55,2019-11-24 22:24:22,"b""RT @liamdenning: If you think of Cybertruck as a way of protecting Tesla's 200x multiple after revenue growth stopped, it matters less that\xe2\x80\xa6""",153,-0.08333333333333333,0.03333333333333333,1
56,2019-11-24 22:23:50,b'@rocket_jenross @elonmusk @annerajb @flcnhvy Too easy and doesnt provide any narrative when he fails... $TSLA $TSLAQ',468,-0.033333333333333326,0.5666666666666667,0
57,2019-11-24 22:23:47,"b'RT @JayinShanghai: Tesla Gigafactory 3 Exclusive Video: Chinese Workers going into their morning shift, currently Gigafactory is operating\xe2\x80\xa6'",933,0.0,0.2,1
58,2019-11-24 22:23:47,b'@I_AM_WILDCAT @wickedshrapnel @TmarTn So you telling me to buy 100 Puts on $TSLA ???',18368,0.0,0.0,4
59,2019-11-24 22:23:42,b'@erpauditor It will take some time. IMO the flush it firstbto shake out the retails $TSLA',6313,0.0,0.0,1
60,2019-11-24 22:22:42,"b'@elonmusk  Now that you see #Cybertuck is a Mega Hit, you think you can speed up the production timeline?  I ordere\xe2\x80\xa6 https://t.co/4Es7I5WASQ'",1097,0.0,0.0,1
61,2019-11-24 22:22:37,"b'Why is this guy pumping desperately? I mean seriously... The stock is at 333, not 203\n\nHas Zach resigned, or is the\xe2\x80\xa6 https://t.co/oadiTNlc4G'",301,-0.32291666666666663,0.6770833333333333,2
62,2019-11-24 22:22:36,b'@rocket_jenross @pbreit @elonmusk @annerajb @flcnhvy He is also known as TIM WOODS...\n$TSLA $TSLAQ',468,0.0,0.0,1
63,2019-11-24 22:22:22,b'RT @ShortingIsFun: When are you going to sell that special $TSLA steel to the Bridge Industry @ElonMusk? Just like you fixed the water issu\xe2\x80\xa6',17587,0.2285714285714286,0.3857142857142857,4
64,2019-11-24 22:21:50,b'RT @moesalih_: Yeah. The #CYBERTRUCK is the ugly one \xf0\x9f\x99\x84 $tsla https://t.co/gnyvzhNIJ8',147,-0.7,1.0,2
65,2019-11-24 22:21:40,"b'@asymmetricalpha If u think TSLA is what AAPL was in 1998, it prolly got long ways to appreciate in price then'",78,-0.05,0.4,1
66,2019-11-24 22:21:25,"b'$TSLA $TSLAQ desperate times call for desperate measures, Elon. But what makes these desperate times? \xf0\x9f\xa4\x94\xe2\x80\xa6 https://t.co/cOh0ttM0L9'",462,-0.6,1.0,2
67,2019-11-24 22:20:43,"b'RT @hilinetrail: number of times the word ""alloy"" appears in the $tsla q3 2019 10Q: 0. \n\nnumber of times ""Department of Justice"" or ""DOJ"" a\xe2\x80\xa6'",1292,0.0,0.0,1
68,2019-11-24 22:20:18,b'RT @moesalih_: Yeah. The #CYBERTRUCK is the ugly one \xf0\x9f\x99\x84 $tsla https://t.co/gnyvzhNIJ8',321,-0.7,1.0,2
69,2019-11-24 22:20:13,"b'RT @hilinetrail: number of times the word ""alloy"" appears in the $tsla q3 2019 10Q: 0. \n\nnumber of times ""Department of Justice"" or ""DOJ"" a\xe2\x80\xa6'",15442,0.0,0.0,4
70,2019-11-24 22:20:03,"b'RT @PlainSite: For those just finding this, Elon Musk proceeded to have $TSLA sue this whistleblower in federal court for $167 million. Now\xe2\x80\xa6'",29,0.0,0.0,1
71,2019-11-24 22:20:00,"b'number of times the word ""alloy"" appears in the $tsla q3 2019 10Q: 0. \n\nnumber of times ""Department of Justice"" or\xe2\x80\xa6 https://t.co/VA8tF7aKC4'",816,0.0,0.0,1
72,2019-11-24 22:19:20,b'RT @moesalih_: Yeah. The #CYBERTRUCK is the ugly one \xf0\x9f\x99\x84 $tsla https://t.co/gnyvzhNIJ8',237,-0.7,1.0,2
73,2019-11-24 22:19:17,b'@elonmusk MXWL Maxwell acquisition was a fraudulent acquisition ...\nSCTY was a fraudulent acquisition by $Tsla  kno\xe2\x80\xa6 https://t.co/xCq9VhDjZc',1661,0.0,0.0,1
74,2019-11-24 22:19:14,b'This review gets Tesla\xe2\x80\x99s strategy  right. The #Cybertruck is all about disruption. Watch as Tesla corners a huge ch\xe2\x80\xa6 https://t.co/NXDZkL7ESj',6313,0.3428571428571429,0.7178571428571429,0
75,2019-11-24 22:18:22,b'RT @VGrinshpun: $TSLA\nAfter 150k reservations in less than 2 days after reveal of Cybertruck it is obvious that 0% of MorganStanley institu\xe2\x80\xa6',259,-0.08333333333333333,0.2833333333333333,1
76,2019-11-24 22:18:15,b'One of these is not like the others. \n\nBuying a regular truck these days will be like putting your savings in fiat\xe2\x80\xa6 https://t.co/CWrSFR6m4A',234,0.0,0.07692307692307693,1
77,2019-11-24 22:18:03,"b""RT @PlainSite: The previously restricted $TSLA Tripp police report has been released. It's stunning. Pages 1-4, below. https://t.co/CWRGxs3\xe2\x80\xa6""",440,0.16666666666666669,0.5833333333333334,0
78,2019-11-24 22:17:21,b'$TSLA elom trying to squeeze shorts https://t.co/6ERHHzpG0s',149,0.0,0.0,1
79,2019-11-24 22:17:06,b'When are you going to sell that special $TSLA steel to the Bridge Industry @ElonMusk? Just like you fixed the water\xe2\x80\xa6 https://t.co/EChySiJNDJ',1357,0.2285714285714286,0.3857142857142857,0
80,2019-11-24 22:16:45,"b'RT @vincent13031925: Tesla CYBRTRK vs Rivian R1T vs Ford F-150: Specs, Price, and Performance Comparison\n\n\xf0\x9f\x8d\x8fvs \xf0\x9f\x8d\x8e vs \xf0\x9f\x8d\x8e\n\nMust read: https://t.\xe2\x80\xa6'",29,0.0,0.0,1
81,2019-11-24 22:16:42,b'$TSLA - Elon is a master of dazzling his lemmings away from bad news like accusing Whsitleblowers of Attempted mass\xe2\x80\xa6 https://t.co/Mjh2K4brBg',994,0.02500000000000008,0.8333333333333333,0
82,2019-11-24 22:16:41,b'@elonmusk @elonmusk .  You just designed the big breakthrough in auto history.  How about working on\xe2\x80\xa6 https://t.co/ySABuETRqX',1097,0.0,0.1,1
83,2019-11-24 22:16:31,"b'@arranT All of this feels like a massive gamble of course, especially since TSLA is bleeding. But if it does play o\xe2\x80\xa6 https://t.co/YZErzFXUO6'",728,0.0,1.0,0
84,2019-11-24 22:16:25,"b""I'm more looking forward to announcements about the crushing number of lawsuits $TSLA is defending. https://t.co/1b56AHJAC3""",1925,0.45,0.7,0
85,2019-11-24 22:16:08,"b'@modern_rock @b_alfaro327 With all the leaks in the current $TSLA  models, you really think that cover will keep yo\xe2\x80\xa6 https://t.co/mdPG5Mybg3'",720,0.1,0.30000000000000004,1
86,2019-11-24 22:15:53,"b""RT @ShortingIsFun: LOLOLOLOLOL, cost less like all of your projects do in the end vs. initial cost estimates. You're getting crazy today El\xe2\x80\xa6""",1756,-0.25555555555555554,0.32222222222222224,1
87,2019-11-24 22:15:49,b'Bring it! $tsla https://t.co/RmzKkZHtYS',134,0.0,0.0,1
88,2019-11-24 22:15:02,"b'RT @SardonicCanuck: $TSLAQ\n$TSLA\n\nMy mistake, didn\xe2\x80\x99t realize you\xe2\x80\x99ve invented a new type of steel that the Coking industry nor the Steel ind\xe2\x80\xa6'",52,0.13636363636363635,0.4545454545454545,0
89,2019-11-24 22:14:46,"b'@elonmusk Tesla needs to hire this man, who CAN BEND 300 series stainless steel - with just his mind.\n\n$TSLA $TSLAQ https://t.co/nFUJtyvOIm'",1468,0.2,0.2,1
90,2019-11-24 22:14:44,b'@smartertrader how much of a climb are you expecting from $TSLA tomorrow?',168,0.2,0.2,1
91,2019-11-24 22:14:21,b'The last of the Jedi $tsla #TeslaCyberTruck #CybertruckOrdered https://t.co/F6iLNleA1k',72,0.0,0.06666666666666668,1
92,2019-11-24 22:13:36,b'The Luxury Experience.\n\n#TeamElon $TSLA #TeslaSuperChargerIssues https://t.co/RS6D7ugW7i',1357,0.0,0.0,1
93,2019-11-24 22:13:28,b'I fully expect hardly any and more likely no regular pick up truck buyer has put $100 down on one of those things\xe2\x80\xa6 https://t.co/6xX66iib74',751,0.010555555555555544,0.4814957264957265,0
94,2019-11-24 22:13:11,"b""RT @PlainSite: The previously restricted $TSLA Tripp police report has been released. It's stunning. Pages 1-4, below. https://t.co/CWRGxs3\xe2\x80\xa6""",16,0.16666666666666669,0.5833333333333334,0
95,2019-11-24 22:13:04,b'I love the $TSLA truck',1926,0.5,0.6,0
96,2019-11-24 22:12:40,b'RT @moesalih_: Yeah. The #CYBERTRUCK is the ugly one \xf0\x9f\x99\x84 $tsla https://t.co/gnyvzhNIJ8',57,-0.7,1.0,2
97,2019-11-24 22:12:29,b'$TSLA - Setting up the fraudulent pumps for next year https://t.co/JVkBdOkfsv',994,0.0,0.0,1
98,2019-11-24 22:12:05,b'$TSLA - the number is on pace to be 4 million pre-orders by market close on Monday. https://t.co/iGLMjdSA9R',994,0.0,0.0,1
99,2019-11-24 22:11:38,b'@GrainSurgeon @TESLAcharts It has to do with vanguardism of the first principle design.\nFor $TSLA the first princip\xe2\x80\xa6 https://t.co/hfQzh9q4Wh',318,0.25,0.3333333333333333,0
